effect,group,term,estimate,std.error,statistic,df,p.value,warnings,n_subj,n_ingroup,beta_0,beta_1,omega_0,tau_0,tau_1,rho,sigma,n_outgroup
fixed,NA,(Intercept),831.3550178122989,21.259910234224513,39.10435221283162,68.44973828949836,1.4756557551888867e-48,,30,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,90.05551887497353,32.62904270601267,2.7599804164153023,50.59251828217678,0.008029751803307594,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),108.14124076791714,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),75.78286511341734,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.011573716468878588,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,25.956683849099157,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,199.969257302942,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),816.1132017202807,22.461008678584236,36.33466392354923,40.408143393806604,1.7589260787742898e-32,,40,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,73.59610460056082,34.80732268670648,2.1143856786396404,20.060135239790707,0.047197411109306385,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),90.24238203720184,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,17.81103113645886,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),70.268199077875,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,207.89176584624448,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),807.4440924340903,24.367071564187473,33.13668982779198,38.886694172420796,4.062694806837582e-30,,40,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,64.25259631105286,45.63011928808659,1.4081180876471726,30.929341963005875,0.1690688379897886,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),57.517547026366906,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.022809751257617004,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,38.945038904115314,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),119.83087904969229,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,197.17855488439275,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),789.6691137858486,22.095799472168707,35.73842687975582,70.10152438217467,9.827223469114011e-47,,40,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,53.17106212927297,35.429503064034996,1.5007566443472837,43.254130986049475,0.14068353207162598,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),104.95912282440132,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),87.10200441051211,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,-0.013066595328433883,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,49.40776754327195,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,192.436746612981,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),783.9265296212295,20.942295489814715,37.43269356515823,79.83533777164173,2.1416712904650495e-52,,40,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,135.79300811717738,30.223775068720265,4.492920153370077,50.46524677267969,4.114913192884185e-5,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),101.14049885040633,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),92.4094257897493,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.4836962174725068,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,22.89787357186864,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,202.50521405016255,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),846.1362042584948,26.17277070079458,32.32887392517472,26.750809856688665,5.635697385051404e-23,,50,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,14.406329007028582,48.364691077485496,0.29786872791036906,19.979528567922827,0.768878719558657,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),70.79939017843816,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,2.143949231526814,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),104.44658256679959,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,198.2635182514605,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),800.3798337187478,28.109583821849043,28.473556876236206,40.97418307971239,1.2753912630736593e-28,,50,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,131.2837983999101,52.275679047518764,2.511374329170793,31.558812339162483,0.017347216565300187,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),79.17085312540337,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.2813954486314057,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,60.66041876587738,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),138.33335697553917,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,200.93892557719437,NA,NA,NA,NA,,50,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),784.0389414213397,19.29139656627973,40.64189643956599,74.98231095934608,7.931109119724253e-53,,50,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,114.91119369703014,30.34318362604885,3.7870513230649205,40.74513622933171,4.930782962470243e-4,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),85.30802375634318,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,0.41671094865182634,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,26.714771224222005,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),91.02872888063814,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,197.2463743271342,NA,NA,NA,NA,,50,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),784.2774743132691,17.726461548210878,44.243317944771995,86.2104698308888,4.77168113604704e-61,,50,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,44.47542716695813,28.374342951252572,1.5674522311712167,51.05187034797347,0.12318714195564112,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),95.27964107346561,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),76.27713332629206,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,-0.6524790442925092,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,26.124382588514013,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,201.8614474639903,NA,NA,NA,NA,,50,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),803.5697136477737,43.447090790431254,18.495362958220234,24.006670724338125,1.0420003343100381e-15,,10,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,116.10468780266251,76.70425681678668,1.5136668109566127,23.040444171514235,0.14370828471234207,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),145.69031209639337,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),81.80003752633473,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,0.5684481438879856,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,100.47102452605516,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,177.33681641655667,NA,NA,NA,NA,,10,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),878.022255356429,30.655550738307845,28.6415423703099,13.604101743212501,1.4852777594713367e-13,,10,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,92.700762563862,34.73207473504034,2.6690246197800116,17.515694721726742,0.015899773565421386,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),68.36334582887939,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),80.77348069376157,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.6570515694735,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,23.8763323143975,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,198.6522370625006,NA,NA,NA,NA,,10,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),792.2980580198486,31.990263246526165,24.766850210458475,12.553425362363964,4.9118730819106646e-12,,10,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,141.50104821060816,29.606730681746182,4.779354050660164,39.377604383015125,2.459309551188401e-5,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),68.87163806469323,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),89.67946325756596,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,-0.9999737128010547,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,0.36308951086928787,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,200.55300179522408,NA,NA,NA,NA,,10,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),820.2032973941822,24.068795211970592,34.07745548419702,16.278935113559214,1.438798312411479e-16,,10,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,59.21850898335045,35.00076095489118,1.6919206145166672,23.716744415493164,0.10376062055799491,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),83.60865543867487,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),59.338916481615215,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.021887870785732837,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,56.23775060252408,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,209.03116603667576,NA,NA,NA,NA,,10,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),791.0114280319253,31.286853687351954,25.282549531393123,32.04416441337268,9.734370752113828e-23,,20,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,72.62068613909432,42.43331251936409,1.7114074256152987,19.70732829795808,0.10270038556936416,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),85.04227675872936,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),102.83697948596111,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,-1,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,2.029909900119217,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,188.13352104136564,NA,NA,NA,NA,,20,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),786.8081938382123,26.834097049311623,29.32120996627298,38.23963269481782,8.097208768671343e-28,,20,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,57.36655910102049,38.540573749965745,1.4884718497754974,30.19578002788358,0.1469969121481226,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),95.00072201239817,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),84.01058841282475,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,18.251882238757172,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,199.5122704234297,NA,NA,NA,NA,,20,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),770.5794144141062,17.55622327175843,43.89209469975743,36.67683696742922,2.63879708861269e-33,,20,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,86.26545645639507,28.997542285620852,2.9749230333624492,37.57480305812265,0.005098865765929632,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),68.40677244524446,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),52.81864821881806,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,0.056290788122072236,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,57.60824181793804,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,203.45679182623786,NA,NA,NA,NA,,20,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),821.4367451162968,21.288350981988078,38.58620828881056,38.84492060249813,1.3693007268898743e-32,,20,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,88.17851509587253,28.777540444337486,3.0641435555074783,46.498560595331654,0.0036264987158521767,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),87.99196164780231,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),71.6899796775008,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.7563479379544512,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,29.41493536566144,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,203.39498993762876,NA,NA,NA,NA,,20,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),779.994796916412,28.766964758999098,27.11425426529951,36.736608600096304,6.837238390328767e-26,,30,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,111.6720746307752,46.325367574999376,2.410603098830926,20.330463539929397,0.025499532150359598,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),95.08206238817577,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,-0.33737489475806154,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,35.19933816509125,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),96.08882697896009,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,196.77170782850655,NA,NA,NA,NA,,30,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),810.5135213991502,30.590859674734677,26.495284212903705,49.45922470174403,6.9962361830930695e-31,,30,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,64.96215912041121,50.6114007121992,1.283547939916094,30.257934497558725,0.20904343226373856,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),132.5822779967568,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),95.17174652303275,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,-0.448867963063198,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,27.92809212578041,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,207.723308330489,NA,NA,NA,NA,,30,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),798.0243835259603,16.772873259862394,47.57827541901472,55.83856655027448,7.002082246848654e-47,,30,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,36.062561174733425,29.668224267423234,1.2155281303549872,47.60183426277536,0.23015895893319058,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),78.76838400031185,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),53.47012315917911,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,-0.35521016913930753,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,63.896861668832386,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,192.6115793579387,NA,NA,NA,NA,,30,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),793.0081785498828,17.399746220435187,45.575847400494375,59.79674640945159,3.8199047118514206e-48,,30,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,80.23254324414168,24.965886533902157,3.21368692977078,49.20882999512561,0.0023142565113772966,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),78.95656731904634,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),67.46288220640446,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,0.10447593082335467,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,23.951751310200397,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,198.84804082349956,NA,NA,NA,NA,,30,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),768.9504677530662,29.38175268890599,26.171021037945355,31.945496715366215,3.766931198476766e-23,,40,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,228.35774451715633,51.92377225551528,4.397942110088129,20.933512969691773,2.5253730568617423e-4,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),91.09096082753828,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,0.553643012612924,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,53.92026535652251,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),110.23439163714563,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
ran_pars,Residual,sd__Observation,196.503959205642,NA,NA,NA,NA,,40,10,800,100,100,80,40,0.2,200,10
fixed,NA,(Intercept),808.3286187419267,19.52765719308663,41.39403978415286,49.46101161996241,4.758940881379447e-40,,40,15,800,100,100,80,40,0.2,200,15
fixed,NA,X_i,116.42377087092267,34.64961547530298,3.3600306749119744,36.5464717425785,0.0018350289712619967,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__(Intercept),68.65349605934574,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,cor__(Intercept).X_i,0.2808766992142819,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,subj_id,sd__X_i,76.57898481975232,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,item_id,sd__(Intercept),82.62733956730443,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
ran_pars,Residual,sd__Observation,207.61769950296613,NA,NA,NA,NA,,40,15,800,100,100,80,40,0.2,200,15
fixed,NA,(Intercept),812.8424130057438,18.98041565928865,42.82532203703107,62.782776325812556,3.495410174133237e-48,,40,20,800,100,100,80,40,0.2,200,20
fixed,NA,X_i,114.82457315598785,31.857542601372323,3.604313571601143,39.9929451224082,8.572254481650436e-4,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,item_id,sd__(Intercept),95.34750547555687,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__(Intercept),65.37436296885376,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,subj_id,sd__X_i,7.096589488315824,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
ran_pars,Residual,sd__Observation,204.47914416682497,NA,NA,NA,NA,,40,20,800,100,100,80,40,0.2,200,20
fixed,NA,(Intercept),793.0342882907036,20.017436869489902,39.617174439522145,78.24707036636296,1.5379308427898473e-53,,40,25,800,100,100,80,40,0.2,200,25
fixed,NA,X_i,92.30455579074516,33.04451864903607,2.793339396803038,50.043850945197896,0.0073725040721869944,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,item_id,sd__(Intercept),112.40934229123081,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__(Intercept),71.60420698612958,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,cor__(Intercept).X_i,1,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,subj_id,sd__X_i,8.637923967344719,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
ran_pars,Residual,sd__Observation,199.00508880057723,NA,NA,NA,NA,,40,25,800,100,100,80,40,0.2,200,25
fixed,NA,(Intercept),796.5436764740507,23.93218332948128,33.28336848785603,30.11369236555718,2.598151974483046e-25,,50,10,800,100,100,80,40,0.2,200,10
fixed,NA,X_i,78.88725330050092,42.794025095563846,1.8434174659742066,20.172986805819313,0.08001047038111658,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__(Intercept),76.94314440309273,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,cor__(Intercept).X_i,0.4171560490509994,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,subj_id,sd__X_i,26.41096918608467,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
ran_pars,item_id,sd__(Intercept),90.8981516770513,NA,NA,NA,NA,,50,10,800,100,100,80,40,0.2,200,10
